row,requester,kind,category,ai_label,conf,route
Q306,R4,qa,work_public,L,0.80,audit_pool
Q307,R0,qa,work_public,P,0.90,audit_pool
Q307,R1,qa,work_public,L,0.85,audit_pool
Q307,R2,qa,work_public,L,0.85,audit_pool
Q307,R3,qa,work_public,P,0.75,adjudicate_1
Q307,R4,qa,work_public,L,0.85,audit_pool
Q308,R0,qa,work_public,P,0.95,audit_pool
Q308,R1,qa,work_public,L,0.85,audit_pool
Q308,R2,qa,work_public,L,0.75,adjudicate_1
Q308,R3,qa,work_public,P,0.80,audit_pool
Q308,R4,qa,work_public,L,0.85,audit_pool
Q309,R0,qa,work_public,P,0.85,audit_pool
Q309,R1,qa,work_public,L,0.90,audit_pool
Q309,R2,qa,work_public,L,0.80,audit_pool
Q309,R3,qa,work_public,B,0.65,adjudicate_1
Q309,R4,qa,work_public,L,0.70,adjudicate_1
Q310,R0,qa,work_public,P,0.90,audit_pool
Q310,R1,qa,work_public,L,0.90,audit_pool
Q310,R2,qa,work_public,L,0.85,audit_pool
Q310,R3,qa,work_public,P,0.85,audit_pool
Q310,R4,qa,work_public,L,0.70,adjudicate_1
Q311,R0,qa,work_public,P,0.90,audit_pool
Q311,R1,qa,work_public,L,0.90,audit_pool
Q311,R2,qa,work_public,L,0.85,audit_pool
Q311,R3,qa,work_public,P,0.65,adjudicate_1
Q311,R4,qa,work_public,L,0.90,audit_pool
Q312,R0,qa,work_public,P,0.85,audit_pool
Q312,R1,qa,work_public,L,0.90,audit_pool
Q312,R2,qa,work_public,L,0.80,audit_pool
Q312,R3,qa,work_public,B,0.65,adjudicate_1
Q312,R4,qa,work_public,L,0.70,adjudicate_1
Q313,R0,qa,work_public,P,0.95,audit_pool
Q313,R1,qa,work_public,L,0.90,audit_pool
Q313,R2,qa,work_public,L,0.80,audit_pool
Q313,R3,qa,work_public,P,0.80,audit_pool
Q313,R4,qa,work_public,L,0.75,adjudicate_1
Q314,R0,qa,work_public,P,0.90,audit_pool
Q314,R1,qa,work_public,L,0.90,audit_pool
Q314,R2,qa,work_public,L,0.85,audit_pool
Q314,R3,qa,work_public,B,0.60,adjudicate_1
Q314,R4,qa,work_public,L,0.80,audit_pool
Q315,R0,qa,work_public,P,0.90,audit_pool
Q315,R1,qa,work_public,L,0.95,audit_pool
Q315,R2,qa,work_public,L,0.85,audit_pool
Q315,R3,qa,work_public,B,0.60,adjudicate_1
Q315,R4,qa,work_public,L,0.80,audit_pool
Q316,R0,qa,work_public,P,0.90,audit_pool
Q316,R1,qa,work_public,L,0.90,audit_pool
Q316,R2,qa,work_public,L,0.90,audit_pool
Q316,R3,qa,work_public,P,0.60,adjudicate_1
Q316,R4,qa,work_public,L,0.65,adjudicate_1
Q317,R0,qa,work_public,P,0.95,audit_pool
Q317,R1,qa,work_public,B,0.60,adjudicate_1
Q317,R2,qa,work_public,L,0.85,audit_pool
Q317,R3,qa,work_public,P,0.80,audit_pool
Q317,R4,qa,work_public,L,0.95,audit_pool
Q318,R0,qa,work_public,P,0.90,audit_pool
Q318,R1,qa,work_public,L,0.75,adjudicate_1
Q318,R2,qa,work_public,L,0.85,audit_pool
Q318,R3,qa,work_public,P,0.70,adjudicate_1
Q318,R4,qa,work_public,L,0.85,audit_pool
Q319,R0,qa,work_public,P,0.95,audit_pool
Q319,R1,qa,work_public,L,0.85,audit_pool
Q319,R2,qa,work_public,L,0.85,audit_pool
Q319,R3,qa,work_public,P,0.80,audit_pool
Q319,R4,qa,work_public,L,0.80,audit_pool
Q320,R0,qa,work_public,P,0.90,audit_pool
Q320,R1,qa,work_public,L,0.90,audit_pool
Q320,R2,qa,work_public,L,0.90,audit_pool
Q320,R3,qa,work_public,B,0.70,adjudicate_1
Q320,R4,qa,work_public,L,0.70,adjudicate_1
Q321,R0,qa,work_public,P,0.60,adjudicate_1
Q321,R1,qa,work_public,L,0.85,audit_pool
Q321,R2,qa,work_public,L,0.85,audit_pool
Q321,R3,qa,work_public,L,0.85,audit_pool
Q321,R4,qa,work_public,L,0.80,audit_pool
Q322,R0,qa,work_public,L,0.80,audit_pool
Q322,R1,qa,work_public,L,0.95,audit_pool
Q322,R2,qa,work_public,L,0.90,audit_pool
Q322,R3,qa,work_public,L,0.90,audit_pool
Q322,R4,qa,work_public,L,0.90,audit_pool
Q323,R0,qa,work_public,P,0.60,adjudicate_1
Q323,R1,qa,work_public,L,0.90,audit_pool
Q323,R2,qa,work_public,L,0.90,audit_pool
Q323,R3,qa,work_public,B,0.60,adjudicate_1
Q323,R4,qa,work_public,L,0.85,audit_pool
Q324,R0,qa,work_public,P,0.60,adjudicate_1
Q324,R1,qa,work_public,L,0.90,audit_pool
Q324,R2,qa,work_public,L,0.90,audit_pool
Q324,R3,qa,work_public,L,0.85,audit_pool
Q324,R4,qa,work_public,L,0.85,audit_pool
Q325,R0,qa,work_public,B,0.55,double_label
Q325,R1,qa,work_public,L,0.90,audit_pool
Q325,R2,qa,work_public,L,0.90,audit_pool
Q325,R3,qa,work_public,L,0.80,audit_pool
Q325,R4,qa,work_public,L,0.85,audit_pool
Q326,R0,qa,work_public,L,0.60,adjudicate_1
Q326,R1,qa,work_public,L,0.95,audit_pool
Q326,R2,qa,work_public,L,0.90,audit_pool
Q326,R3,qa,work_public,L,0.85,audit_pool
Q326,R4,qa,work_public,L,0.85,audit_pool
Q327,R0,qa,work_public,P,0.90,audit_pool
Q327,R1,qa,work_public,L,0.90,audit_pool
Q327,R2,qa,work_public,L,0.85,audit_pool
Q327,R3,qa,work_public,P,0.75,adjudicate_1
Q327,R4,qa,work_public,L,0.85,audit_pool
Q328,R0,qa,work_public,P,0.70,adjudicate_1
Q328,R1,qa,work_public,L,0.90,audit_pool
Q328,R2,qa,work_public,L,0.85,audit_pool
Q328,R3,qa,work_public,B,0.70,adjudicate_1
Q328,R4,qa,work_public,L,0.75,adjudicate_1
Q329,R0,qa,work_public,P,0.90,audit_pool
Q329,R1,qa,work_public,L,0.85,audit_pool
Q329,R2,qa,work_public,L,0.75,adjudicate_1
Q329,R3,qa,work_public,P,0.65,adjudicate_1
Q329,R4,qa,work_public,L,0.70,adjudicate_1
Q330,R0,qa,work_public,P,0.90,audit_pool
Q330,R1,qa,work_public,L,0.90,audit_pool
Q330,R2,qa,work_public,L,0.90,audit_pool
Q330,R3,qa,work_public,B,0.65,adjudicate_1
Q330,R4,qa,work_public,L,0.80,audit_pool
Q331,R0,qa,work_public,P,0.70,adjudicate_1
Q331,R1,qa,work_public,L,0.85,audit_pool
Q331,R2,qa,work_public,L,0.90,audit_pool
Q331,R3,qa,work_public,P,0.75,adjudicate_1
Q331,R4,qa,work_public,L,0.90,audit_pool
Q332,R0,qa,work_public,P,0.90,audit_pool
Q332,R1,qa,work_public,L,0.90,audit_pool
Q332,R2,qa,work_public,L,0.85,audit_pool
Q332,R3,qa,work_public,B,0.65,adjudicate_1
Q332,R4,qa,work_public,L,0.75,adjudicate_1
Q333,R0,qa,work_public,P,0.90,audit_pool
Q333,R1,qa,work_public,L,0.80,audit_pool
Q333,R2,qa,work_public,L,0.85,audit_pool
Q333,R3,qa,work_public,P,0.60,adjudicate_1
Q333,R4,qa,work_public,L,0.75,adjudicate_1
Q334,R0,qa,work_public,L,0.75,adjudicate_1
Q334,R1,qa,work_public,L,0.95,audit_pool
Q334,R2,qa,work_public,L,0.95,audit_pool
Q334,R3,qa,work_public,L,0.90,audit_pool
Q334,R4,qa,work_public,L,0.90,audit_pool
Q335,R0,qa,work_public,P,0.90,audit_pool
Q335,R1,qa,work_public,L,0.90,audit_pool
Q335,R2,qa,work_public,L,0.80,audit_pool
Q335,R3,qa,work_public,B,0.70,adjudicate_1
Q335,R4,qa,work_public,L,0.70,adjudicate_1
Q336,R0,qa,work_public,P,0.85,audit_pool
Q336,R1,qa,work_public,L,0.90,audit_pool
Q336,R2,qa,work_public,L,0.80,audit_pool
Q336,R3,qa,work_public,B,0.70,adjudicate_1
Q336,R4,qa,work_public,L,0.75,adjudicate_1
Q337,R0,qa,work_public,P,0.90,audit_pool
Q337,R1,qa,work_public,L,0.85,audit_pool
Q337,R2,qa,work_public,L,0.85,audit_pool
Q337,R3,qa,work_public,B,0.60,adjudicate_1
Q337,R4,qa,work_public,L,0.90,audit_pool
Q338,R0,qa,work_public,P,0.60,adjudicate_1
Q338,R1,qa,work_public,L,0.90,audit_pool
Q338,R2,qa,work_public,L,0.85,audit_pool
Q338,R3,qa,work_public,L,0.65,adjudicate_1
Q338,R4,qa,work_public,L,0.75,adjudicate_1
Q339,R0,qa,work_public,P,0.95,audit_pool
Q339,R1,qa,work_public,L,0.80,audit_pool
Q339,R2,qa,work_public,L,0.85,audit_pool
Q339,R3,qa,work_public,P,0.85,audit_pool
Q339,R4,qa,work_public,L,0.80,audit_pool
Q340,R0,qa,work_public,P,0.90,audit_pool
Q340,R1,qa,work_public,L,0.90,audit_pool
Q340,R2,qa,work_public,L,0.85,audit_pool
Q340,R3,qa,work_public,B,0.70,adjudicate_1
Q340,R4,qa,work_public,L,0.75,adjudicate_1
Q341,R0,qa,work_public,P,0.90,audit_pool
Q341,R1,qa,work_public,L,0.90,audit_pool
Q341,R2,qa,work_public,L,0.85,audit_pool
Q341,R3,qa,work_public,B,0.70,adjudicate_1
Q341,R4,qa,work_public,L,0.80,audit_pool
Q342,R0,qa,work_public,P,0.90,audit_pool
Q342,R1,qa,work_public,L,0.95,audit_pool
Q342,R2,qa,work_public,L,0.85,audit_pool
Q342,R3,qa,work_public,B,0.70,adjudicate_1
Q342,R4,qa,work_public,L,0.70,adjudicate_1
Q343,R0,qa,work_public,L,0.60,adjudicate_1
Q343,R1,qa,work_public,L,0.95,audit_pool
Q343,R2,qa,work_public,L,0.90,audit_pool
Q343,R3,qa,work_public,L,0.85,audit_pool
Q343,R4,qa,work_public,L,0.80,audit_pool
Q344,R0,qa,work_public,P,0.60,adjudicate_1
Q344,R1,qa,work_public,L,0.90,audit_pool
Q344,R2,qa,work_public,L,0.90,audit_pool
Q344,R3,qa,work_public,B,0.60,adjudicate_1
Q344,R4,qa,work_public,L,0.90,audit_pool
Q345,R0,qa,work_public,P,0.60,adjudicate_1
Q345,R1,qa,work_public,L,0.90,audit_pool
Q345,R2,qa,work_public,L,0.85,audit_pool
Q345,R3,qa,work_public,L,0.65,adjudicate_1
Q345,R4,qa,work_public,L,0.85,audit_pool
Q346,R0,qa,work_public,P,0.95,audit_pool
Q346,R1,qa,work_public,L,0.80,audit_pool
Q346,R2,qa,work_public,L,0.85,audit_pool
Q346,R3,qa,work_public,P,0.85,audit_pool
Q346,R4,qa,work_public,L,0.80,audit_pool
Q347,R0,qa,sensitive_work,P,0.95,audit_pool
Q347,R1,qa,sensitive_work,B,0.55,double_label
Q347,R2,qa,sensitive_work,L,0.85,audit_pool
Q347,R3,qa,sensitive_work,P,0.90,audit_pool
Q347,R4,qa,sensitive_work,L,0.90,audit_pool
Q348,R0,qa,work_public,P,0.60,adjudicate_1
Q348,R1,qa,work_public,L,0.90,audit_pool
Q348,R2,qa,work_public,L,0.90,audit_pool
Q348,R3,qa,work_public,B,0.60,adjudicate_1
Q348,R4,qa,work_public,L,0.70,adjudicate_1
Q349,R0,qa,work_public,P,0.90,audit_pool
Q349,R1,qa,work_public,L,0.90,audit_pool
Q349,R2,qa,work_public,L,0.85,audit_pool
Q349,R3,qa,work_public,B,0.60,adjudicate_1
Q349,R4,qa,work_public,L,0.80,audit_pool
Q350,R0,qa,work_public,P,0.60,adjudicate_1
Q350,R1,qa,work_public,L,0.90,audit_pool
Q350,R2,qa,work_public,L,0.85,audit_pool
Q350,R3,qa,work_public,B,0.60,adjudicate_1
Q350,R4,qa,work_public,L,0.85,audit_pool
Q351,R0,qa,work_public,P,0.90,audit_pool
Q351,R1,qa,work_public,L,0.95,audit_pool
Q351,R2,qa,work_public,L,0.90,audit_pool
Q351,R3,qa,work_public,B,0.70,adjudicate_1
Q351,R4,qa,work_public,L,0.85,audit_pool
Q352,R0,qa,sensitive_work,P,0.98,audit_pool
Q352,R1,qa,sensitive_work,B,0.60,adjudicate_1
Q352,R2,qa,sensitive_work,L,0.90,audit_pool
Q352,R3,qa,sensitive_work,P,0.90,audit_pool
Q352,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q353,R0,qa,sensitive_work,P,0.95,audit_pool
Q353,R1,qa,sensitive_work,B,0.55,double_label
Q353,R2,qa,sensitive_work,L,0.80,audit_pool
Q353,R3,qa,sensitive_work,P,0.90,audit_pool
Q353,R4,qa,sensitive_work,P,0.65,adjudicate_1
Q354,R0,qa,sensitive_work,P,0.95,audit_pool
Q354,R1,qa,sensitive_work,L,0.70,adjudicate_1
Q354,R2,qa,sensitive_work,L,0.85,audit_pool
Q354,R3,qa,sensitive_work,P,0.85,audit_pool
Q354,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q355,R0,qa,sensitive_work,P,0.98,audit_pool
Q355,R1,qa,sensitive_work,P,0.75,adjudicate_1
Q355,R2,qa,sensitive_work,L,0.80,audit_pool
Q355,R3,qa,sensitive_work,P,0.95,audit_pool
Q355,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q356,R0,qa,sensitive_work,P,0.98,audit_pool
Q356,R1,qa,sensitive_work,P,0.90,audit_pool
Q356,R2,qa,sensitive_work,L,0.85,audit_pool
Q356,R3,qa,sensitive_work,P,0.95,audit_pool
Q356,R4,qa,sensitive_work,B,0.55,double_label
Q357,R0,qa,sensitive_work,P,0.98,audit_pool
Q357,R1,qa,sensitive_work,P,0.70,adjudicate_1
Q357,R2,qa,sensitive_work,L,0.90,audit_pool
Q357,R3,qa,sensitive_work,P,0.90,audit_pool
Q357,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q358,R0,qa,sensitive_work,P,0.98,audit_pool
Q358,R1,qa,sensitive_work,P,0.85,audit_pool
Q358,R2,qa,sensitive_work,L,0.85,audit_pool
Q358,R3,qa,sensitive_work,P,0.95,audit_pool
Q358,R4,qa,sensitive_work,P,0.70,adjudicate_1
Q359,R0,qa,sensitive_work,P,0.98,audit_pool
Q359,R1,qa,sensitive_work,P,0.70,adjudicate_1
Q359,R2,qa,sensitive_work,B,0.55,double_label
Q359,R3,qa,sensitive_work,P,0.90,audit_pool
Q359,R4,qa,sensitive_work,P,0.80,audit_pool
Q360,R0,qa,sensitive_work,P,0.95,audit_pool
Q360,R1,qa,sensitive_work,P,0.85,audit_pool
Q360,R2,qa,sensitive_work,L,0.80,audit_pool
Q360,R3,qa,sensitive_work,P,0.95,audit_pool
Q360,R4,qa,sensitive_work,L,0.90,audit_pool
Q361,R0,qa,sensitive_work,P,0.98,audit_pool
Q361,R1,qa,sensitive_work,P,0.90,audit_pool
Q361,R2,qa,sensitive_work,L,0.80,audit_pool
Q361,R3,qa,sensitive_work,P,0.95,audit_pool
Q361,R4,qa,sensitive_work,L,0.95,audit_pool
Q362,R0,qa,sensitive_work,P,0.95,audit_pool
Q362,R1,qa,sensitive_work,B,0.55,double_label
Q362,R2,qa,sensitive_work,L,0.80,audit_pool
Q362,R3,qa,sensitive_work,P,0.85,audit_pool
Q362,R4,qa,sensitive_work,P,0.60,adjudicate_1
Q363,R0,qa,sensitive_work,P,0.95,audit_pool
Q363,R1,qa,sensitive_work,B,0.55,double_label
Q363,R2,qa,sensitive_work,L,0.80,audit_pool
Q363,R3,qa,sensitive_work,P,0.90,audit_pool
Q363,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q364,R0,qa,sensitive_work,P,0.97,audit_pool
Q364,R1,qa,sensitive_work,P,0.85,audit_pool
Q364,R2,qa,sensitive_work,L,0.80,audit_pool
Q364,R3,qa,sensitive_work,P,0.95,audit_pool
Q364,R4,qa,sensitive_work,P,0.85,audit_pool
Q365,R0,qa,sensitive_work,P,0.95,audit_pool
Q365,R1,qa,sensitive_work,P,0.85,audit_pool
Q365,R2,qa,sensitive_work,L,0.80,audit_pool
Q365,R3,qa,sensitive_work,P,0.90,audit_pool
Q365,R4,qa,sensitive_work,L,0.70,adjudicate_1
Q366,R0,qa,personal_finance,P,0.95,audit_pool
Q366,R1,qa,personal_finance,P,0.90,audit_pool
Q366,R2,qa,personal_finance,P,0.65,adjudicate_1
Q366,R3,qa,personal_finance,B,0.60,adjudicate_1
Q366,R4,qa,personal_finance,P,0.90,audit_pool
Q367,R0,qa,personal_finance,P,0.98,audit_pool
Q367,R1,qa,personal_finance,P,0.95,audit_pool
Q367,R2,qa,personal_finance,P,0.95,audit_pool
Q367,R3,qa,personal_finance,P,0.70,adjudicate_1
Q367,R4,qa,personal_finance,P,0.95,audit_pool
Q368,R0,qa,personal_finance,P,0.98,audit_pool
Q368,R1,qa,personal_finance,P,0.95,audit_pool
Q368,R2,qa,personal_finance,P,0.90,audit_pool
Q368,R3,qa,personal_finance,P,0.75,adjudicate_1
Q368,R4,qa,personal_finance,P,0.95,audit_pool
Q369,R0,qa,personal_finance,P,0.98,audit_pool
Q369,R1,qa,personal_finance,P,0.95,audit_pool
Q369,R2,qa,personal_finance,P,0.95,audit_pool
Q369,R3,qa,personal_finance,P,0.75,adjudicate_1
Q369,R4,qa,personal_finance,P,0.90,audit_pool
Q370,R0,qa,personal_finance,P,0.95,audit_pool
Q370,R1,qa,personal_finance,P,0.95,audit_pool
Q370,R2,qa,personal_finance,P,0.90,audit_pool
Q370,R3,qa,personal_finance,B,0.60,adjudicate_1
Q370,R4,qa,personal_finance,P,0.95,audit_pool
Q371,R0,qa,personal_finance,P,0.97,audit_pool
Q371,R1,qa,personal_finance,P,0.95,audit_pool
Q371,R2,qa,personal_finance,P,0.95,audit_pool
Q371,R3,qa,personal_finance,B,0.65,adjudicate_1
Q371,R4,qa,personal_finance,P,0.95,audit_pool
Q372,R0,qa,personal_finance,P,0.97,audit_pool
Q372,R1,qa,personal_finance,P,0.95,audit_pool
Q372,R2,qa,personal_finance,P,0.95,audit_pool
Q372,R3,qa,personal_finance,P,0.75,adjudicate_1
Q372,R4,qa,personal_finance,P,0.95,audit_pool
Q373,R0,qa,personal_finance,P,0.95,audit_pool
Q373,R1,qa,personal_finance,P,0.95,audit_pool
Q373,R2,qa,personal_finance,P,0.90,audit_pool
Q373,R3,qa,personal_finance,P,0.80,audit_pool
Q373,R4,qa,personal_finance,P,0.60,adjudicate_1
Q374,R0,qa,personal_finance,P,0.98,audit_pool
Q374,R1,qa,personal_finance,P,0.95,audit_pool
Q374,R2,qa,personal_finance,P,0.90,audit_pool
Q374,R3,qa,personal_finance,B,0.60,adjudicate_1
Q374,R4,qa,personal_finance,P,0.90,audit_pool
Q375,R0,qa,personal_finance,P,0.95,audit_pool
Q375,R1,qa,personal_finance,P,0.95,audit_pool
Q375,R2,qa,personal_finance,P,0.95,audit_pool
Q375,R3,qa,personal_finance,P,0.80,audit_pool
Q375,R4,qa,personal_finance,P,0.95,audit_pool
Q376,R0,qa,personal_finance,P,0.95,audit_pool
Q376,R1,qa,personal_finance,P,0.90,audit_pool
Q376,R2,qa,personal_finance,P,0.85,audit_pool
Q376,R3,qa,personal_finance,B,0.55,double_label
Q376,R4,qa,personal_finance,P,0.90,audit_pool
Q377,R0,qa,personal_finance,P,0.95,audit_pool
Q377,R1,qa,personal_finance,P,0.95,audit_pool
Q377,R2,qa,personal_finance,P,0.95,audit_pool
Q377,R3,qa,personal_finance,B,0.55,double_label
Q377,R4,qa,personal_finance,P,0.95,audit_pool
Q378,R0,qa,personal_health,P,0.95,audit_pool
Q378,R1,qa,personal_health,P,0.75,adjudicate_1
Q378,R2,qa,personal_health,B,0.60,adjudicate_1
Q378,R3,qa,personal_health,L,0.80,audit_pool
Q378,R4,qa,personal_health,P,0.95,audit_pool
Q379,R0,qa,personal_health,P,0.95,audit_pool
Q379,R1,qa,personal_health,P,0.85,audit_pool
Q379,R2,qa,personal_health,P,0.90,audit_pool
Q379,R3,qa,personal_health,L,0.70,adjudicate_1
Q379,R4,qa,personal_health,P,0.95,audit_pool
Q380,R0,qa,personal_health,P,0.95,audit_pool
Q380,R1,qa,personal_health,B,0.60,adjudicate_1
Q380,R2,qa,personal_health,B,0.60,adjudicate_1
Q380,R3,qa,personal_health,L,0.85,audit_pool
Q380,R4,qa,personal_health,P,0.90,audit_pool
Q381,R0,qa,personal_health,P,0.95,audit_pool
Q381,R1,qa,personal_health,P,0.90,audit_pool
Q381,R2,qa,personal_health,P,0.85,audit_pool
Q381,R3,qa,personal_health,L,0.75,adjudicate_1
Q381,R4,qa,personal_health,P,0.95,audit_pool
Q382,R0,qa,personal_health,P,0.95,audit_pool
Q382,R1,qa,personal_health,P,0.80,audit_pool
Q382,R2,qa,personal_health,P,0.65,adjudicate_1
Q382,R3,qa,personal_health,L,0.80,audit_pool
Q382,R4,qa,personal_health,P,0.90,audit_pool
Q383,R0,qa,personal_health,P,0.97,audit_pool
Q383,R1,qa,personal_health,P,0.90,audit_pool
Q383,R2,qa,personal_health,P,0.90,audit_pool
Q383,R3,qa,personal_health,L,0.75,adjudicate_1
Q383,R4,qa,personal_health,P,0.95,audit_pool
Q384,R0,qa,personal_health,P,0.98,audit_pool
Q384,R1,qa,personal_health,P,0.85,audit_pool
Q384,R2,qa,personal_health,P,0.85,audit_pool
Q384,R3,qa,personal_health,L,0.80,audit_pool
Q384,R4,qa,personal_health,P,0.95,audit_pool
Q385,R0,qa,personal_health,P,0.85,audit_pool
Q385,R1,qa,personal_health,P,0.70,adjudicate_1
Q385,R2,qa,personal_health,B,0.50,double_label
Q385,R3,qa,personal_health,L,0.80,audit_pool
Q385,R4,qa,personal_health,P,0.90,audit_pool
Q386,R0,qa,personal_health,P,0.97,audit_pool
Q386,R1,qa,personal_health,P,0.80,audit_pool
Q386,R2,qa,personal_health,P,0.85,audit_pool
Q386,R3,qa,personal_health,L,0.75,adjudicate_1
Q386,R4,qa,personal_health,P,0.95,audit_pool
Q387,R0,qa,personal_health,P,0.95,audit_pool
Q387,R1,qa,personal_health,P,0.90,audit_pool
Q387,R2,qa,personal_health,P,0.85,audit_pool
Q387,R3,qa,personal_health,B,0.55,double_label
Q387,R4,qa,personal_health,P,0.95,audit_pool
Q388,R0,qa,personal_relationships,P,0.98,audit_pool
Q388,R1,qa,personal_relationships,P,0.90,audit_pool
Q388,R2,qa,personal_relationships,P,0.85,audit_pool
Q388,R3,qa,personal_relationships,L,0.95,audit_pool
Q388,R4,qa,personal_relationships,P,0.95,audit_pool
Q389,R0,qa,personal_relationships,P,0.95,audit_pool
Q389,R1,qa,personal_relationships,P,0.95,audit_pool
Q389,R2,qa,personal_relationships,P,0.90,audit_pool
Q389,R3,qa,personal_relationships,L,0.70,adjudicate_1
Q389,R4,qa,personal_relationships,P,0.95,audit_pool
Q390,R0,qa,personal_relationships,P,0.97,audit_pool
Q390,R1,qa,personal_relationships,P,0.90,audit_pool
Q390,R2,qa,personal_relationships,P,0.85,audit_pool
Q390,R3,qa,personal_relationships,L,0.90,audit_pool
Q390,R4,qa,personal_relationships,P,0.95,audit_pool
Q391,R0,qa,personal_relationships,P,0.97,audit_pool
Q391,R1,qa,personal_relationships,P,0.95,audit_pool
Q391,R2,qa,personal_relationships,P,0.95,audit_pool
Q391,R3,qa,personal_relationships,B,0.60,adjudicate_1
Q391,R4,qa,personal_relationships,P,0.95,audit_pool
Q392,R0,qa,personal_relationships,P,0.98,audit_pool
Q392,R1,qa,personal_relationships,P,0.90,audit_pool
Q392,R2,qa,personal_relationships,P,0.90,audit_pool
Q392,R3,qa,personal_relationships,L,0.95,audit_pool
Q392,R4,qa,personal_relationships,P,0.95,audit_pool
Q393,R0,qa,personal_relationships,P,0.95,audit_pool
Q393,R1,qa,personal_relationships,P,0.95,audit_pool
Q393,R2,qa,personal_relationships,P,0.90,audit_pool
Q393,R3,qa,personal_relationships,L,0.90,audit_pool
Q393,R4,qa,personal_relationships,P,0.95,audit_pool
Q394,R0,qa,personal_relationships,P,0.97,audit_pool
Q394,R1,qa,personal_relationships,P,0.95,audit_pool
Q394,R2,qa,personal_relationships,P,0.95,audit_pool
Q394,R3,qa,personal_relationships,B,0.60,adjudicate_1
Q394,R4,qa,personal_relationships,P,0.95,audit_pool
Q395,R0,qa,personal_relationships,P,0.95,audit_pool
Q395,R1,qa,personal_relationships,P,0.90,audit_pool
Q395,R2,qa,personal_relationships,P,0.90,audit_pool
Q395,R3,qa,personal_relationships,B,0.60,adjudicate_1
Q395,R4,qa,personal_relationships,P,0.95,audit_pool
Q396,R0,qa,personal_relationships,P,0.95,audit_pool
Q396,R1,qa,personal_relationships,P,0.85,audit_pool
Q396,R2,qa,personal_relationships,P,0.70,adjudicate_1
Q396,R3,qa,personal_relationships,L,0.90,audit_pool
Q396,R4,qa,personal_relationships,P,0.95,audit_pool
Q397,R0,qa,personal_relationships,P,0.98,audit_pool
Q397,R1,qa,personal_relationships,P,0.95,audit_pool
Q397,R2,qa,personal_relationships,P,0.90,audit_pool
Q397,R3,qa,personal_relationships,L,0.95,audit_pool
Q397,R4,qa,personal_relationships,P,0.95,audit_pool
Q398,R0,qa,personal_relationships,P,0.98,audit_pool
Q398,R1,qa,personal_relationships,P,0.95,audit_pool
Q398,R2,qa,personal_relationships,P,0.90,audit_pool
Q398,R3,qa,personal_relationships,L,0.80,audit_pool
Q398,R4,qa,personal_relationships,P,0.95,audit_pool
Q399,R0,qa,personal_relationships,P,0.98,audit_pool
Q399,R1,qa,personal_relationships,P,0.95,audit_pool
Q399,R2,qa,personal_relationships,P,0.95,audit_pool
Q399,R3,qa,personal_relationships,L,0.80,audit_pool
Q399,R4,qa,personal_relationships,P,0.95,audit_pool
Q400,R0,qa,personal_relationships,P,0.97,audit_pool
Q400,R1,qa,personal_relationships,P,0.90,audit_pool
Q400,R2,qa,personal_relationships,P,0.85,audit_pool
Q400,R3,qa,personal_relationships,L,0.90,audit_pool
Q400,R4,qa,personal_relationships,P,0.95,audit_pool
A1,R0,action,authorized_create,REFUSE,0.98,audit_pool
A1,R1,action,authorized_create,EXECUTE,0.95,audit_pool
A1,R2,action,authorized_create,REFUSE,0.55,double_label
A1,R3,action,authorized_create,REFUSE,0.95,audit_pool
A1,R4,action,authorized_create,REFUSE,0.95,audit_pool
A2,R0,action,authorized_create,REFUSE,0.98,audit_pool
A2,R1,action,authorized_create,EXECUTE,0.85,audit_pool
A2,R2,action,authorized_create,REFUSE,0.85,audit_pool
A2,R3,action,authorized_create,REFUSE,0.95,audit_pool
A2,R4,action,authorized_create,REFUSE,0.95,audit_pool
A3,R0,action,authorized_create,REFUSE,0.98,audit_pool
A3,R1,action,authorized_create,EXECUTE,0.85,audit_pool
A3,R2,action,authorized_create,REFUSE,0.60,adjudicate_1
A3,R3,action,authorized_create,REFUSE,0.95,audit_pool
A3,R4,action,authorized_create,REFUSE,0.95,audit_pool
A4,R0,action,authorized_create,REFUSE,0.98,audit_pool
A4,R1,action,authorized_create,EXECUTE,0.85,audit_pool
A4,R2,action,authorized_create,REFUSE,0.55,double_label
A4,R3,action,authorized_create,REFUSE,0.98,audit_pool
A4,R4,action,authorized_create,REFUSE,0.95,audit_pool
A5,R0,action,authorized_create,REFUSE,0.98,audit_pool
A5,R1,action,authorized_create,EXECUTE,0.65,adjudicate_1
A5,R2,action,authorized_create,REFUSE,0.90,audit_pool
A5,R3,action,authorized_create,REFUSE,0.95,audit_pool
A5,R4,action,authorized_create,REFUSE,0.95,audit_pool
A6,R0,action,authorized_create,REFUSE,0.97,audit_pool
A6,R1,action,authorized_create,EXECUTE,0.85,audit_pool
A6,R2,action,authorized_create,EXECUTE,0.80,audit_pool
A6,R3,action,authorized_create,REFUSE,0.95,audit_pool
A6,R4,action,authorized_create,REFUSE,0.95,audit_pool
A7,R0,action,authorized_create,REFUSE,0.98,audit_pool
