row,requester,kind,votes_by_annotator,majority,tie
Q51,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q52,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q52,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q53,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q53,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q54,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q54,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q54,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q54,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q55,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q55,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q56,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q57,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q57,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q58,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q59,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q59,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q6,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q6,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q60,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q60,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q61,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q61,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q62,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q62,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q63,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q63,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q64,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q64,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q65,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q66,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q66,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q67,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q67,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q68,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q68,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q69,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q7,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q7,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q70,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q70,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q71,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q72,R4,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q73,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q73,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q74,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q74,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q75,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q75,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q75,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q75,R4,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q76,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q76,R4,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q77,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q78,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q79,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q8,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q80,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q81,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q81,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q82,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q82,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q83,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q84,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q84,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q84,R4,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q85,R4,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q86,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q87,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q88,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q88,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q88,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q89,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q89,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q89,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q9,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q9,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q9,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q9,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q90,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:L,L,0
Q90,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:L,L,0
Q90,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q91,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q91,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q92,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q92,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q93,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q94,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q94,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q94,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q95,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q95,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q95,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q95,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q96,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q96,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q97,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q98,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q99,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q99,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
