row,requester,kind,label,votes,tie
Q32,R1,qa,L,Lx5,0
Q32,R2,qa,L,Lx5,0
Q32,R3,qa,P,Lx2/Px3,0
Q32,R4,qa,L,Lx3/Px2,0
Q320,R0,qa,P,Px5,0
Q320,R1,qa,L,Lx4/Px1,0
Q320,R2,qa,L,Lx5,0
Q320,R3,qa,P,Px5,0
Q320,R4,qa,P,Lx2/Px3,0
Q321,R0,qa,P,Lx1/Px4,0
Q321,R1,qa,L,Lx4/Px1,0
Q321,R2,qa,L,Lx5,0
Q321,R3,qa,P,Lx2/Px3,0
Q321,R4,qa,L,Lx3/Px2,0
Q322,R0,qa,P,Lx2/Px3,0
Q322,R1,qa,L,Lx4/Px1,0
Q322,R2,qa,L,Lx5,0
Q322,R3,qa,P,Lx2/Px3,0
Q322,R4,qa,L,Lx3/Px2,0
Q323,R0,qa,P,Lx1/Px4,0
Q323,R1,qa,L,Lx5,0
Q323,R2,qa,L,Lx5,0
Q323,R3,qa,P,Lx1/Px4,0
Q323,R4,qa,L,Lx3/Px2,0
Q324,R0,qa,P,Lx1/Px4,0
Q324,R1,qa,L,Lx5,0
Q324,R2,qa,L,Lx5,0
Q324,R3,qa,P,Lx2/Px3,0
Q324,R4,qa,L,Lx3/Px2,0
Q325,R0,qa,P,Lx1/Px4,0
Q325,R1,qa,L,Lx5,0
Q325,R2,qa,L,Lx5,0
Q325,R3,qa,P,Lx1/Px4,0
Q325,R4,qa,P,Lx2/Px3,0
Q326,R0,qa,P,Lx2/Px3,0
Q326,R1,qa,L,Lx5,0
Q326,R2,qa,L,Lx5,0
Q326,R3,qa,P,Lx2/Px3,0
Q326,R4,qa,L,Lx4/Px1,0
Q327,R0,qa,P,Px5,0
Q327,R1,qa,L,Lx5,0
Q327,R2,qa,L,Lx5,0
Q327,R3,qa,P,Px5,0
Q327,R4,qa,P,Lx2/Px3,0
Q328,R0,qa,P,Lx1/Px4,0
Q328,R1,qa,L,Lx5,0
Q328,R2,qa,L,Lx4/Px1,0
Q328,R3,qa,P,Lx1/Px4,0
Q328,R4,qa,L,Lx3/Px2,0
Q329,R0,qa,P,Px5,0
Q329,R1,qa,L,Lx5,0
Q329,R2,qa,L,Lx4/Px1,0
Q329,R3,qa,P,Px5,0
Q329,R4,qa,P,Lx2/Px3,0
Q33,R0,qa,P,Px5,0
Q33,R1,qa,L,Lx5,0
Q33,R2,qa,L,Lx5,0
Q33,R3,qa,P,Px5,0
Q33,R4,qa,P,Lx2/Px3,0
Q330,R0,qa,P,Px5,0
Q330,R1,qa,L,Lx4/Px1,0
Q330,R2,qa,L,Lx5,0
Q330,R3,qa,P,Px5,0
Q330,R4,qa,P,Lx2/Px3,0
Q331,R0,qa,P,Lx1/Px4,0
Q331,R1,qa,L,Lx5,0
Q331,R2,qa,L,Lx5,0
Q331,R3,qa,P,Lx1/Px4,0
Q331,R4,qa,L,Lx3/Px2,0
Q332,R0,qa,P,Px5,0
Q332,R1,qa,L,Lx5,0
Q332,R2,qa,L,Lx5,0
Q332,R3,qa,P,Px5,0
Q332,R4,qa,P,Lx2/Px3,0
Q333,R0,qa,P,Px5,0
Q333,R1,qa,L,Lx4/Px1,0
Q333,R2,qa,L,Lx5,0
Q333,R3,qa,P,Px5,0
Q333,R4,qa,P,Lx2/Px3,0
Q334,R0,qa,P,Lx1/Px4,0
Q334,R1,qa,L,Lx4/Px1,0
Q334,R2,qa,L,Lx4/Px1,0
Q334,R3,qa,P,Lx1/Px4,0
Q334,R4,qa,P,Lx2/Px3,0
Q335,R0,qa,P,Px5,0
Q335,R1,qa,L,Lx5,0
Q335,R2,qa,L,Lx4/Px1,0
Q335,R3,qa,P,Px5,0
Q335,R4,qa,P,Lx2/Px3,0
Q336,R0,qa,P,Px5,0
Q336,R1,qa,L,Lx5,0
Q336,R2,qa,L,Lx4/Px1,0
Q336,R3,qa,P,Px5,0
Q336,R4,qa,P,Lx2/Px3,0
Q337,R0,qa,P,Px5,0
Q337,R1,qa,L,Lx4/Px1,0
Q337,R2,qa,L,Lx5,0
Q337,R3,qa,P,Px5,0
Q337,R4,qa,P,Lx2/Px3,0
Q338,R0,qa,P,Px5,0
Q338,R1,qa,L,Lx5,0
Q338,R2,qa,L,Lx5,0
Q338,R3,qa,P,Lx1/Px4,0
Q338,R4,qa,P,Lx2/Px3,0
Q339,R0,qa,P,Px5,0
Q339,R1,qa,L,Lx5,0
Q339,R2,qa,L,Lx5,0
Q339,R3,qa,P,Px5,0
Q339,R4,qa,P,Lx2/Px3,0
Q34,R0,qa,P,Lx2/Px3,0
Q34,R1,qa,L,Lx5,0
Q34,R2,qa,L,Lx5,0
Q34,R3,qa,P,Lx2/Px3,0
Q34,R4,qa,L,Lx4/Px1,0
Q340,R0,qa,P,Px5,0
Q340,R1,qa,L,Lx4/Px1,0
Q340,R2,qa,L,Lx5,0
Q340,R3,qa,P,Px5,0
Q340,R4,qa,P,Lx2/Px3,0
Q341,R0,qa,P,Px5,0
Q341,R1,qa,L,Lx5,0
Q341,R2,qa,L,Lx5,0
Q341,R3,qa,P,Px5,0
Q341,R4,qa,P,Lx2/Px3,0
Q342,R0,qa,P,Px5,0
Q342,R1,qa,L,Lx5,0
Q342,R2,qa,L,Lx4/Px1,0
Q342,R3,qa,P,Px5,0
Q342,R4,qa,P,Lx2/Px3,0
Q343,R0,qa,P,Lx2/Px3,0
Q343,R1,qa,L,Lx5,0
Q343,R2,qa,L,Lx5,0
Q343,R3,qa,P,Lx2/Px3,0
Q343,R4,qa,L,Lx3/Px2,0
Q344,R0,qa,P,Lx1/Px4,0
Q344,R1,qa,L,Lx4/Px1,0
Q344,R2,qa,L,Lx5,0
Q344,R3,qa,P,Lx1/Px4,0
Q344,R4,qa,L,Lx3/Px2,0
Q345,R0,qa,P,Px5,0
Q345,R1,qa,L,Lx5,0
Q345,R2,qa,L,Lx5,0
Q345,R3,qa,P,Lx1/Px4,0
Q345,R4,qa,P,Lx2/Px3,0
Q346,R0,qa,P,Px5,0
Q346,R1,qa,L,Lx5,0
Q346,R2,qa,L,Lx5,0
Q346,R3,qa,P,Px5,0
Q346,R4,qa,P,Lx2/Px3,0
Q347,R0,qa,P,Px5,0
Q347,R1,qa,P,Lx2/Px3,0
Q347,R2,qa,L,Lx4/Px1,0
Q347,R3,qa,P,Px5,0
Q347,R4,qa,P,Lx1/Px4,0
Q348,R0,qa,P,Px5,0
Q348,R1,qa,L,Lx4/Px1,0
Q348,R2,qa,L,Lx5,0
Q348,R3,qa,P,Px5,0
Q348,R4,qa,P,Lx2/Px3,0
Q349,R0,qa,P,Px5,0
Q349,R1,qa,L,Lx5,0
Q349,R2,qa,L,Lx4/Px1,0
Q349,R3,qa,P,Px5,0
Q349,R4,qa,P,Lx2/Px3,0
Q35,R0,qa,P,Px5,0
Q35,R1,qa,L,Lx3/Px2,0
Q35,R2,qa,L,Lx5,0
Q35,R3,qa,P,Px5,0
Q35,R4,qa,P,Lx1/Px4,0
Q350,R0,qa,P,Px5,0
Q350,R1,qa,L,Lx4/Px1,0
Q350,R2,qa,L,Lx5,0
Q350,R3,qa,P,Px5,0
Q350,R4,qa,P,Lx2/Px3,0
Q351,R0,qa,P,Px5,0
Q351,R1,qa,L,Lx5,0
Q351,R2,qa,L,Lx4/Px1,0
Q351,R3,qa,P,Px5,0
Q351,R4,qa,P,Lx2/Px3,0
Q352,R0,qa,P,Px5,0
Q352,R1,qa,L,Lx3/Px2,0
Q352,R2,qa,L,Lx4/Px1,0
Q352,R3,qa,P,Px5,0
Q352,R4,qa,P,Px5,0
Q353,R0,qa,P,Px5,0
Q353,R1,qa,P,Lx2/Px3,0
Q353,R2,qa,L,Lx4/Px1,0
Q353,R3,qa,P,Px5,0
Q353,R4,qa,P,Px5,0
Q354,R0,qa,P,Px5,0
Q354,R1,qa,L,Lx3/Px2,0
Q354,R2,qa,L,Lx4/Px1,0
Q354,R3,qa,P,Px5,0
Q354,R4,qa,P,Px5,0
Q355,R0,qa,P,Px5,0
Q355,R1,qa,P,Lx2/Px3,0
Q355,R2,qa,L,Lx4/Px1,0
Q355,R3,qa,P,Px5,0
Q355,R4,qa,P,Px5,0
Q356,R0,qa,P,Px5,0
Q356,R1,qa,P,Lx1/Px4,0
Q356,R2,qa,L,Lx3/Px2,0
Q356,R3,qa,P,Px5,0
Q356,R4,qa,P,Px5,0
Q357,R0,qa,P,Px5,0
Q357,R1,qa,P,Lx2/Px3,0
Q357,R2,qa,L,Lx4/Px1,0
Q357,R3,qa,P,Px5,0
Q357,R4,qa,P,Px5,0
Q358,R0,qa,P,Px5,0
Q358,R1,qa,P,Lx2/Px3,0
Q358,R2,qa,L,Lx3/Px2,0
Q358,R3,qa,P,Px5,0
Q358,R4,qa,P,Px5,0
Q359,R0,qa,P,Px5,0
Q359,R1,qa,P,Lx1/Px4,0
Q359,R2,qa,P,Lx2/Px3,0
Q359,R3,qa,P,Px5,0
Q359,R4,qa,P,Px5,0
Q36,R0,qa,P,Px5,0
Q36,R1,qa,L,Lx3/Px2,0
Q36,R2,qa,L,Lx5,0
Q36,R3,qa,P,Px5,0
Q36,R4,qa,P,Lx2/Px3,0
Q360,R0,qa,P,Px5,0
Q360,R1,qa,P,Lx2/Px3,0
Q360,R2,qa,L,Lx4/Px1,0
Q360,R3,qa,P,Px5,0
Q360,R4,qa,P,Lx2/Px3,0
Q361,R0,qa,P,Px5,0
Q361,R1,qa,P,Lx1/Px4,0
Q361,R2,qa,L,Lx3/Px2,0
Q361,R3,qa,P,Px5,0
Q361,R4,qa,P,Lx2/Px3,0
Q362,R0,qa,P,Px5,0
Q362,R1,qa,P,Lx2/Px3,0
Q362,R2,qa,L,Lx4/Px1,0
Q362,R3,qa,P,Px5,0
Q362,R4,qa,P,Px5,0
Q363,R0,qa,P,Px5,0
Q363,R1,qa,P,Lx2/Px3,0
Q363,R2,qa,L,Lx4/Px1,0
Q363,R3,qa,P,Px5,0
Q363,R4,qa,P,Lx1/Px4,0
Q364,R0,qa,P,Px5,0
Q364,R1,qa,P,Lx2/Px3,0
Q364,R2,qa,P,Lx2/Px3,0
Q364,R3,qa,P,Px5,0
Q364,R4,qa,P,Px5,0
Q365,R0,qa,P,Px5,0
Q365,R1,qa,P,Lx1/Px4,0
Q365,R2,qa,L,Lx3/Px2,0
Q365,R3,qa,P,Px5,0
Q365,R4,qa,P,Lx1/Px4,0
Q366,R0,qa,P,Px5,0
Q366,R1,qa,P,Px5,0
Q366,R2,qa,P,Px5,0
Q366,R3,qa,P,Lx2/Px3,0
Q366,R4,qa,P,Px5,0
Q367,R0,qa,P,Px5,0
Q367,R1,qa,P,Px5,0
Q367,R2,qa,P,Px5,0
Q367,R3,qa,P,Lx1/Px4,0
Q367,R4,qa,P,Px5,0
Q368,R0,qa,P,Px5,0
Q368,R1,qa,P,Px5,0
Q368,R2,qa,P,Px5,0
Q368,R3,qa,P,Lx2/Px3,0
Q368,R4,qa,P,Px5,0
Q369,R0,qa,P,Px5,0
Q369,R1,qa,P,Px5,0
Q369,R2,qa,P,Px5,0
Q369,R3,qa,P,Lx1/Px4,0
Q369,R4,qa,P,Px5,0
Q37,R0,qa,P,Px5,0
Q37,R1,qa,L,Lx4/Px1,0
Q37,R2,qa,L,Lx5,0
Q37,R3,qa,P,Px5,0
Q37,R4,qa,P,Lx2/Px3,0
Q370,R0,qa,P,Px5,0
Q370,R1,qa,P,Px5,0
Q370,R2,qa,P,Px5,0
Q370,R3,qa,P,Lx2/Px3,0
Q370,R4,qa,P,Px5,0
Q371,R0,qa,P,Px5,0
Q371,R1,qa,P,Px5,0
Q371,R2,qa,P,Px5,0
Q371,R3,qa,L,Lx3/Px2,0
Q371,R4,qa,P,Px5,0
Q372,R0,qa,P,Px5,0
Q372,R1,qa,P,Px5,0
Q372,R2,qa,P,Px5,0
Q372,R3,qa,P,Lx2/Px3,0
Q372,R4,qa,P,Px5,0
Q373,R0,qa,P,Px5,0
Q373,R1,qa,P,Lx1/Px4,0
Q373,R2,qa,P,Lx2/Px3,0
Q373,R3,qa,P,Lx1/Px4,0
Q373,R4,qa,P,Px5,0
Q374,R0,qa,P,Px5,0
Q374,R1,qa,P,Px5,0
Q374,R2,qa,P,Px5,0
Q374,R3,qa,P,Lx2/Px3,0
Q374,R4,qa,P,Px5,0
Q375,R0,qa,P,Px5,0
Q375,R1,qa,P,Px5,0
Q375,R2,qa,P,Px5,0
Q375,R3,qa,P,Lx1/Px4,0
Q375,R4,qa,P,Px5,0
Q376,R0,qa,P,Px5,0
Q376,R1,qa,P,Px5,0
Q376,R2,qa,P,Px5,0
Q376,R3,qa,P,Lx1/Px4,0
Q376,R4,qa,P,Px5,0
Q377,R0,qa,P,Px5,0
Q377,R1,qa,P,Px5,0
Q377,R2,qa,P,Px5,0
Q377,R3,qa,P,Lx2/Px3,0
Q377,R4,qa,P,Px5,0
Q378,R0,qa,P,Px5,0
Q378,R1,qa,P,Px5,0
Q378,R2,qa,P,Px5,0
Q378,R3,qa,L,Lx3/Px2,0
Q378,R4,qa,P,Px5,0
Q379,R0,qa,P,Px5,0
Q379,R1,qa,P,Px5,0
Q379,R2,qa,P,Px5,0
Q379,R3,qa,L,Lx4/Px1,0
Q379,R4,qa,P,Px5,0
Q38,R0,qa,P,Px5,0
Q38,R1,qa,L,Lx4/Px1,0
Q38,R2,qa,L,Lx5,0
Q38,R3,qa,P,Lx1/Px4,0
Q38,R4,qa,P,Lx2/Px3,0
Q380,R0,qa,P,Px5,0
Q380,R1,qa,P,Px5,0
Q380,R2,qa,P,Px5,0
Q380,R3,qa,L,Lx3/Px2,0
Q380,R4,qa,P,Px5,0
Q381,R0,qa,P,Px5,0
Q381,R1,qa,P,Px5,0
Q381,R2,qa,P,Px5,0
Q381,R3,qa,L,Lx4/Px1,0
Q381,R4,qa,P,Px5,0
Q382,R0,qa,P,Px5,0
Q382,R1,qa,P,Px5,0
Q382,R2,qa,P,Px5,0
Q382,R3,qa,L,Lx4/Px1,0
Q382,R4,qa,P,Px5,0
Q383,R0,qa,P,Px5,0
Q383,R1,qa,P,Px5,0
Q383,R2,qa,P,Px5,0
Q383,R3,qa,L,Lx4/Px1,0
Q383,R4,qa,P,Px5,0
Q384,R0,qa,P,Px5,0
Q384,R1,qa,P,Px5,0
Q384,R2,qa,P,Px5,0
Q384,R3,qa,L,Lx4/Px1,0
Q384,R4,qa,P,Px5,0
Q385,R0,qa,P,Px5,0
Q385,R1,qa,P,Px5,0
Q385,R2,qa,P,Px5,0
Q385,R3,qa,L,Lx3/Px2,0
Q385,R4,qa,P,Px5,0
Q386,R0,qa,P,Px5,0
Q386,R1,qa,P,Px5,0
Q386,R2,qa,P,Px5,0
Q386,R3,qa,L,Lx3/Px2,0
Q386,R4,qa,P,Px5,0
Q387,R0,qa,P,Px5,0
Q387,R1,qa,P,Px5,0
Q387,R2,qa,P,Px5,0
Q387,R3,qa,P,Lx2/Px3,0
Q387,R4,qa,P,Px5,0
Q388,R0,qa,P,Px5,0
Q388,R1,qa,P,Px5,0
Q388,R2,qa,P,Px5,0
Q388,R3,qa,L,Lx4/Px1,0
Q388,R4,qa,P,Px5,0
Q389,R0,qa,P,Px5,0
Q389,R1,qa,P,Px5,0
Q389,R2,qa,P,Px5,0
Q389,R3,qa,L,Lx3/Px2,0
Q389,R4,qa,P,Px5,0
Q39,R0,qa,P,Px5,0
Q39,R1,qa,L,Lx4/Px1,0
Q39,R2,qa,L,Lx5,0
Q39,R3,qa,P,Px5,0
Q39,R4,qa,L,Lx3/Px2,0
Q390,R0,qa,P,Px5,0
Q390,R1,qa,P,Px5,0
Q390,R2,qa,P,Px5,0
Q390,R3,qa,L,Lx4/Px1,0
Q390,R4,qa,P,Px5,0
Q391,R0,qa,P,Px5,0
Q391,R1,qa,P,Px5,0
Q391,R2,qa,P,Px5,0
Q391,R3,qa,P,Lx2/Px3,0
Q391,R4,qa,P,Px5,0
Q392,R0,qa,P,Px5,0
Q392,R1,qa,P,Px5,0
Q392,R2,qa,P,Px5,0
Q392,R3,qa,L,Lx4/Px1,0
Q392,R4,qa,P,Px5,0
Q393,R0,qa,P,Px5,0
Q393,R1,qa,P,Px5,0
Q393,R2,qa,P,Px5,0
Q393,R3,qa,L,Lx4/Px1,0
Q393,R4,qa,P,Px5,0
Q394,R0,qa,P,Px5,0
Q394,R1,qa,P,Px5,0
Q394,R2,qa,P,Px5,0
Q394,R3,qa,P,Lx2/Px3,0
Q394,R4,qa,P,Px5,0
Q395,R0,qa,P,Px5,0
Q395,R1,qa,P,Px5,0
Q395,R2,qa,P,Px5,0
Q395,R3,qa,P,Lx2/Px3,0
Q395,R4,qa,P,Px5,0
Q396,R0,qa,P,Px5,0
Q396,R1,qa,P,Px5,0
Q396,R2,qa,P,Px5,0
Q396,R3,qa,L,Lx4/Px1,0
Q396,R4,qa,P,Px5,0
Q397,R0,qa,P,Px5,0
Q397,R1,qa,P,Px5,0
Q397,R2,qa,P,Px5,0
Q397,R3,qa,L,Lx4/Px1,0
Q397,R4,qa,P,Px5,0
Q398,R0,qa,P,Px5,0
Q398,R1,qa,P,Px5,0
Q398,R2,qa,P,Px5,0
Q398,R3,qa,L,Lx3/Px2,0
Q398,R4,qa,P,Px5,0
Q399,R0,qa,P,Px5,0
Q399,R1,qa,P,Px5,0
Q399,R2,qa,P,Px5,0
Q399,R3,qa,L,Lx3/Px2,0
Q399,R4,qa,P,Px5,0
Q4,R0,qa,P,Px5,0
Q4,R1,qa,L,Lx5,0
Q4,R2,qa,L,Lx5,0
Q4,R3,qa,P,Px5,0
Q4,R4,qa,P,Lx2/Px3,0
Q40,R0,qa,P,Px5,0
Q40,R1,qa,L,Lx5,0
Q40,R2,qa,L,Lx5,0
Q40,R3,qa,P,Px5,0
Q40,R4,qa,P,Lx2/Px3,0
Q400,R0,qa,P,Px5,0
Q400,R1,qa,P,Px5,0
Q400,R2,qa,P,Px5,0
Q400,R3,qa,L,Lx4/Px1,0
Q400,R4,qa,P,Px5,0
Q41,R0,qa,P,Px5,0
Q41,R1,qa,L,Lx4/Px1,0
Q41,R2,qa,L,Lx5,0
Q41,R3,qa,P,Px5,0
Q41,R4,qa,P,Lx2/Px3,0
Q42,R0,qa,P,Px5,0
Q42,R1,qa,L,Lx4/Px1,0
Q42,R2,qa,L,Lx5,0
Q42,R3,qa,P,Px5,0
Q42,R4,qa,P,Lx2/Px3,0
Q43,R0,qa,P,Px5,0
Q43,R1,qa,L,Lx4/Px1,0
Q43,R2,qa,L,Lx5,0
Q43,R3,qa,P,Px5,0
Q43,R4,qa,P,Lx2/Px3,0
Q44,R0,qa,P,Px5,0
Q44,R1,qa,L,Lx5,0
Q44,R2,qa,L,Lx5,0
Q44,R3,qa,P,Px5,0
Q44,R4,qa,P,Lx2/Px3,0
Q45,R0,qa,P,Lx1/Px4,0
Q45,R1,qa,L,Lx5,0
Q45,R2,qa,L,Lx5,0
Q45,R3,qa,P,Lx2/Px3,0
Q45,R4,qa,L,Lx3/Px2,0
Q46,R0,qa,P,Lx1/Px4,0
Q46,R1,qa,L,Lx4/Px1,0
Q46,R2,qa,L,Lx5,0
Q46,R3,qa,P,Lx2/Px3,0
Q46,R4,qa,L,Lx3/Px2,0
Q47,R0,qa,P,Lx2/Px3,0
Q47,R1,qa,L,Lx4/Px1,0
Q47,R2,qa,L,Lx5,0
Q47,R3,qa,P,Lx2/Px3,0
Q47,R4,qa,L,Lx3/Px2,0
Q48,R0,qa,P,Px5,0
Q48,R1,qa,L,Lx5,0
Q48,R2,qa,L,Lx4/Px1,0
Q48,R3,qa,P,Px5,0
Q48,R4,qa,P,Lx2/Px3,0
Q49,R0,qa,P,Px5,0
Q49,R1,qa,L,Lx5,0
Q49,R2,qa,L,Lx4/Px1,0
Q49,R3,qa,P,Px5,0
Q49,R4,qa,P,Lx2/Px3,0
Q5,R0,qa,P,Px5,0
Q5,R1,qa,L,Lx5,0
Q5,R2,qa,L,Lx4/Px1,0
Q5,R3,qa,P,Px5,0
Q5,R4,qa,P,Lx2/Px3,0
Q50,R0,qa,P,Px5,0
Q50,R1,qa,L,Lx5,0
Q50,R2,qa,L,Lx5,0
Q50,R3,qa,P,Px5,0
Q50,R4,qa,P,Lx2/Px3,0
Q51,R0,qa,P,Px5,0
Q51,R1,qa,L,Lx5,0
Q51,R2,qa,L,Lx5,0
Q51,R3,qa,P,Px5,0
Q51,R4,qa,P,Lx2/Px3,0
Q52,R0,qa,P,Px5,0
Q52,R1,qa,L,Lx5,0
Q52,R2,qa,L,Lx4/Px1,0
Q52,R3,qa,P,Px5,0
Q52,R4,qa,P,Lx2/Px3,0
Q53,R0,qa,P,Px5,0
Q53,R1,qa,L,Lx5,0
Q53,R2,qa,L,Lx4/Px1,0
Q53,R3,qa,P,Px5,0
Q53,R4,qa,P,Lx2/Px3,0
Q54,R0,qa,P,Lx1/Px4,0
Q54,R1,qa,L,Lx5,0
Q54,R2,qa,L,Lx4/Px1,0
Q54,R3,qa,P,Lx1/Px4,0
Q54,R4,qa,L,Lx3/Px2,0
Q55,R0,qa,P,Px5,0
Q55,R1,qa,L,Lx5,0
Q55,R2,qa,L,Lx4/Px1,0
Q55,R3,qa,P,Px5,0
Q55,R4,qa,P,Lx2/Px3,0
Q56,R0,qa,P,Px5,0
Q56,R1,qa,L,Lx5,0
Q56,R2,qa,L,Lx5,0
Q56,R3,qa,P,Px5,0
Q56,R4,qa,P,Lx2/Px3,0
Q57,R0,qa,P,Px5,0
Q57,R1,qa,L,Lx4/Px1,0
Q57,R2,qa,L,Lx5,0
Q57,R3,qa,P,Px5,0
Q57,R4,qa,P,Lx2/Px3,0
Q58,R0,qa,P,Px5,0
Q58,R1,qa,L,Lx5,0
Q58,R2,qa,L,Lx5,0
Q58,R3,qa,P,Px5,0
Q58,R4,qa,P,Lx2/Px3,0
Q59,R0,qa,P,Px5,0
Q59,R1,qa,L,Lx5,0
Q59,R2,qa,L,Lx4/Px1,0
Q59,R3,qa,P,Px5,0
Q59,R4,qa,P,Lx2/Px3,0
Q6,R0,qa,P,Px5,0
Q6,R1,qa,L,Lx4/Px1,0
Q6,R2,qa,L,Lx5,0
Q6,R3,qa,P,Px5,0
Q6,R4,qa,P,Lx2/Px3,0
Q60,R0,qa,P,Px5,0
Q60,R1,qa,L,Lx5,0
Q60,R2,qa,L,Lx4/Px1,0
Q60,R3,qa,P,Px5,0
Q60,R4,qa,P,Lx2/Px3,0
Q61,R0,qa,P,Px5,0
Q61,R1,qa,L,Lx4/Px1,0
Q61,R2,qa,L,Lx5,0
Q61,R3,qa,P,Px5,0
Q61,R4,qa,P,Lx2/Px3,0
Q62,R0,qa,P,Px5,0
Q62,R1,qa,L,Lx4/Px1,0
Q62,R2,qa,L,Lx5,0
Q62,R3,qa,P,Px5,0
Q62,R4,qa,P,Lx2/Px3,0
Q63,R0,qa,P,Px5,0
Q63,R1,qa,L,Lx4/Px1,0
Q63,R2,qa,L,Lx5,0
Q63,R3,qa,P,Px5,0
Q63,R4,qa,P,Lx2/Px3,0
Q64,R0,qa,P,Px5,0
Q64,R1,qa,L,Lx4/Px1,0
Q64,R2,qa,L,Lx5,0
Q64,R3,qa,P,Px5,0
Q64,R4,qa,P,Lx2/Px3,0
Q65,R0,qa,P,Px5,0
Q65,R1,qa,L,Lx5,0
Q65,R2,qa,L,Lx5,0
Q65,R3,qa,P,Px5,0
Q65,R4,qa,P,Lx2/Px3,0
Q66,R0,qa,P,Px5,0
Q66,R1,qa,L,Lx4/Px1,0
Q66,R2,qa,L,Lx5,0
Q66,R3,qa,P,Px5,0
Q66,R4,qa,P,Lx2/Px3,0
Q67,R0,qa,P,Px5,0
Q67,R1,qa,L,Lx4/Px1,0
Q67,R2,qa,L,Lx5,0
Q67,R3,qa,P,Px5,0
Q67,R4,qa,P,Lx2/Px3,0
Q68,R0,qa,P,Px5,0
Q68,R1,qa,L,Lx4/Px1,0
Q68,R2,qa,L,Lx5,0
Q68,R3,qa,P,Px5,0
Q68,R4,qa,P,Lx2/Px3,0
Q69,R0,qa,P,Px5,0
Q69,R1,qa,L,Lx5,0
Q69,R2,qa,L,Lx5,0
Q69,R3,qa,P,Px5,0
Q69,R4,qa,P,Lx2/Px3,0
Q7,R0,qa,P,Px5,0
Q7,R1,qa,L,Lx4/Px1,0
Q7,R2,qa,L,Lx5,0
Q7,R3,qa,P,Px5,0
Q7,R4,qa,P,Lx2/Px3,0
Q70,R0,qa,P,Px5,0
Q70,R1,qa,L,Lx5,0
Q70,R2,qa,L,Lx4/Px1,0
Q70,R3,qa,P,Px5,0
Q70,R4,qa,P,Lx2/Px3,0
Q71,R0,qa,P,Px5,0
Q71,R1,qa,L,Lx5,0
Q71,R2,qa,L,Lx5,0
Q71,R3,qa,P,Px5,0
Q71,R4,qa,P,Lx2/Px3,0
Q72,R0,qa,P,Px5,0
Q72,R1,qa,L,Lx5,0
Q72,R2,qa,L,Lx5,0
Q72,R3,qa,P,Px5,0
Q72,R4,qa,L,Lx3/Px2,0
Q73,R0,qa,P,Px5,0
Q73,R1,qa,L,Lx4/Px1,0
Q73,R2,qa,L,Lx5,0
Q73,R3,qa,P,Px5,0
Q73,R4,qa,P,Lx2/Px3,0
Q74,R0,qa,P,Px5,0
Q74,R1,qa,L,Lx4/Px1,0
Q74,R2,qa,L,Lx5,0
Q74,R3,qa,P,Px5,0
Q74,R4,qa,P,Lx2/Px3,0
Q75,R0,qa,P,Lx1/Px4,0
Q75,R1,qa,L,Lx4/Px1,0
Q75,R2,qa,L,Lx5,0
Q75,R3,qa,P,Lx1/Px4,0
Q75,R4,qa,L,Lx4/Px1,0
Q76,R0,qa,P,Px5,0
Q76,R1,qa,L,Lx4/Px1,0
Q76,R2,qa,L,Lx5,0
Q76,R3,qa,P,Px5,0
Q76,R4,qa,L,Lx3/Px2,0
Q77,R0,qa,P,Px5,0
Q77,R1,qa,L,Lx5,0
Q77,R2,qa,L,Lx5,0
Q77,R3,qa,P,Px5,0
Q77,R4,qa,P,Lx2/Px3,0
Q78,R0,qa,P,Px5,0
Q78,R1,qa,L,Lx5,0
Q78,R2,qa,L,Lx5,0
Q78,R3,qa,P,Px5,0
Q78,R4,qa,P,Lx2/Px3,0
Q79,R0,qa,P,Px5,0
Q79,R1,qa,L,Lx5,0
Q79,R2,qa,L,Lx5,0
Q79,R3,qa,P,Px5,0
Q79,R4,qa,P,Lx2/Px3,0
Q8,R0,qa,P,Px5,0
Q8,R1,qa,L,Lx5,0
Q8,R2,qa,L,Lx5,0
Q8,R3,qa,P,Px5,0
Q8,R4,qa,P,Lx2/Px3,0
Q80,R0,qa,P,Px5,0
Q80,R1,qa,L,Lx5,0
Q80,R2,qa,L,Lx5,0
Q80,R3,qa,P,Px5,0
Q80,R4,qa,P,Lx2/Px3,0
Q81,R0,qa,P,Px5,0
Q81,R1,qa,L,Lx4/Px1,0
Q81,R2,qa,L,Lx5,0
Q81,R3,qa,P,Px5,0
Q81,R4,qa,P,Lx2/Px3,0
Q82,R0,qa,P,Px5,0
Q82,R1,qa,L,Lx4/Px1,0
Q82,R2,qa,L,Lx5,0
Q82,R3,qa,P,Px5,0
Q82,R4,qa,P,Lx2/Px3,0
Q83,R0,qa,P,Px5,0
Q83,R1,qa,L,Lx5,0
Q83,R2,qa,L,Lx5,0
Q83,R3,qa,P,Px5,0
Q83,R4,qa,P,Lx2/Px3,0
Q84,R0,qa,P,Lx1/Px4,0
Q84,R1,qa,L,Lx5,0
Q84,R2,qa,L,Lx5,0
Q84,R3,qa,P,Lx1/Px4,0
Q84,R4,qa,L,Lx4/Px1,0
Q85,R0,qa,P,Px5,0
Q85,R1,qa,L,Lx5,0
Q85,R2,qa,L,Lx5,0
Q85,R3,qa,P,Px5,0
